index,residual,b_nbaths,b_nbeds,b_area,b_age,se_nbaths,se_nbeds,se_area,se_age
2.610000000000000000e+02,-3.683552055227288791e-01,1.256298288330454926e-01,-4.587142719128403101e-01,9.280769014119717442e-01,-3.474443600842324620e-01,4.005655600093632057e-02,6.375392308508412431e-02,9.250388239520822287e-02,4.981643024013823751e-02
2.620000000000000000e+02,-3.404894899050098234e-01,1.286574614330543154e-01,-7.220736396078034081e-02,2.988597835803077918e-01,4.869317379910310939e-02,4.027860386272198029e-02,9.192083286874169756e-02,1.655374787662732272e-01,9.876818974193490863e-02
2.630000000000000000e+02,8.629293036434287911e-01,1.184178424587896961e-01,2.176682518034587024e-02,5.023995770580189646e-01,-2.517954079786722046e-02,3.973610438789126204e-02,7.435333158822012012e-02,8.252135546014190137e-02,5.970659450162642962e-02
2.640000000000000000e+02,2.563735319217833042e-01,1.255367471290720349e-01,-4.626787550674517080e-01,8.894377696548630974e-01,-3.338044395975927614e-01,4.005715792970607203e-02,6.432634041689562487e-02,9.157734327562941368e-02,5.010351050744073914e-02
2.650000000000000000e+02,-1.337587682074821149e-01,1.152809726131800577e-01,-1.402505811366323296e-01,5.581299319604626774e-01,-3.124749221023133405e-02,3.959209125406858848e-02,8.366332433346491959e-02,1.374013372173652214e-01,6.621974410323765159e-02
2.660000000000000000e+02,-9.381145985783764796e-02,1.199406133224704962e-01,-1.468380351654569038e-02,4.864797987949481262e-01,-6.044399233172358110e-02,3.976592463697592450e-02,7.363737922076200870e-02,1.548277108127701918e-01,6.833646687814332044e-02
2.670000000000000000e+02,8.643356099167824602e-02,1.237012182550500938e-01,-2.340378872094897866e-01,7.091012368034508295e-01,-1.126086952025418114e-01,4.010206596882798236e-02,6.565530886238052366e-02,9.838953211893614048e-02,4.819071727681000644e-02
2.680000000000000000e+02,-3.528844887402602382e-01,1.195615974323707698e-01,2.422314886934975181e-03,2.887267124912484828e-01,-9.444643243539319055e-02,3.981222036911280515e-02,6.980090892738373409e-02,1.256837376706162190e-01,8.333947665913192526e-02
2.690000000000000000e+02,2.141921106887613446e-01,1.194056704692404297e-01,-6.913881594157650357e-03,4.975578893488714072e-01,-8.070236275108640112e-02,3.973295374188841322e-02,7.759341444422887535e-02,1.595179097555649572e-01,7.605032162379059268e-02
2.700000000000000000e+02,2.957140825932868533e-01,1.229050426921845379e-01,-2.531931298555306631e-01,5.725974555178511283e-01,3.170496620171413954e-02,4.008724994748668474e-02,8.599999100102856397e-02,1.469641439329847366e-01,1.031053034230814403e-01
2.710000000000000000e+02,2.320758191097994916e-02,1.177373782873188529e-01,-7.318690275384029387e-02,5.104371950231910704e-01,2.496705918988019121e-02,3.963154410614916356e-02,7.348790579884012519e-02,1.227656557916648877e-01,7.783833662445148460e-02
2.720000000000000000e+02,-1.524447453065613800e-02,1.274746968089098542e-01,-2.786187410535014286e-01,6.905006889189222452e-01,-1.946221429319752727e-01,4.004370181208077167e-02,6.802497070641976007e-02,1.286215732192272920e-01,5.945583321471262228e-02
2.730000000000000000e+02,-6.152444938779080830e-02,1.222268869893539944e-01,-1.438687917682711370e-01,5.306073129701642799e-01,6.560285674953701684e-02,4.004017599809269606e-02,7.937071006990246980e-02,1.790010984335635991e-01,1.030412096969917091e-01
2.740000000000000000e+02,1.968758041266183839e-02,1.235991750765795538e-01,-2.050503278949247499e-01,5.708882755816002685e-01,-1.634846705523973834e-02,4.001010402339759409e-02,7.598910983710863154e-02,1.730496743779973423e-01,9.695901094953449095e-02
2.750000000000000000e+02,-3.566733189347354172e-02,1.218748421412316069e-01,-8.079675790859140727e-02,5.527485565335953366e-01,-5.189838645562446645e-02,4.002363996447912131e-02,7.527690113462276456e-02,1.558330709923036739e-01,8.739465389780391724e-02
2.760000000000000000e+02,-1.688379248860031601e-01,1.174874279133331090e-01,-5.438974825470217073e-02,3.451880430578432302e-01,3.885009305821203462e-02,3.961700867769251538e-02,7.007440382313240290e-02,1.341024413864733977e-01,7.749481506477161330e-02
2.770000000000000000e+02,-2.944996601981897388e-02,1.260072284669968845e-01,-1.633158243498923079e-01,6.015361991315837376e-01,-1.748252832991345207e-01,4.002354883989248796e-02,6.922100827653027144e-02,1.700051728584609234e-01,6.518142872771881535e-02
2.780000000000000000e+02,-6.119608417779464071e-01,1.153601974699259569e-01,-1.518316674883092576e-01,5.505918524977195805e-01,-3.938906325591437496e-02,3.956622073772239623e-02,8.080636538404105396e-02,1.583331882294229664e-01,6.860362109027778876e-02
2.790000000000000000e+02,-3.428433736255393494e-01,1.158630288761100802e-01,-1.040400143180818249e-01,6.112375532888019158e-01,-4.527865426148570960e-02,3.959863673762133163e-02,9.105358754689196754e-02,1.331364022170797023e-01,6.900495284293224618e-02
2.800000000000000000e+02,3.970261433455900268e-02,1.184113691940384822e-01,-2.112591279119202525e-02,4.905882180613556631e-01,-3.975254274971048302e-02,3.966188516122935021e-02,7.294322277721063119e-02,1.677368284287262534e-01,9.161935794315509418e-02
2.810000000000000000e+02,-4.301304070434282950e-02,1.150899018045517669e-01,-1.607595627659785531e-01,4.124650702344521136e-01,-3.048473138435046914e-02,3.955973175641593759e-02,8.253153976690912053e-02,1.829958888882384227e-01,6.812746397468646964e-02
2.820000000000000000e+02,-4.923637662227588196e-02,1.158971659102138729e-01,-1.339615287092379425e-01,6.336775812759287696e-01,-7.456823471650740609e-02,3.956874727527044666e-02,8.356711053712681525e-02,1.354637379718091339e-01,7.620179097172277705e-02
2.830000000000000000e+02,7.565559083616919533e-01,1.266463514584951489e-01,-1.974545778371944171e-01,1.171755734349638534e+00,-1.777078979355367350e-01,4.002123902332133110e-02,7.181251247450014252e-02,1.289091445862867724e-01,7.946358841498983583e-02
2.840000000000000000e+02,-5.096160532269074228e-02,1.186958504903096873e-01,-2.964545391018732351e-02,4.650520364517686800e-01,-5.367822568151609658e-02,3.973978700939905656e-02,7.176282426490485089e-02,1.735836089005776683e-01,8.646317451596846615e-02
2.850000000000000000e+02,1.621904632862435136e+00,1.272441250159658810e-01,-6.524112672926468681e-01,1.324876597563430236e+00,-5.348702935501772338e-01,4.009351942280351550e-02,6.358346856267241276e-02,5.869310660406321795e-02,5.236619011618018349e-02
2.860000000000000000e+02,-1.010208140255914877e+00,1.271022152323270926e-01,-7.970245546740148956e-01,1.029636981675734031e+00,-3.478810640123277675e-01,4.013894460006917075e-02,7.057034547295180926e-02,6.833918940877059534e-02,6.681322991002923428e-02
2.870000000000000000e+02,1.155936104337295517e-02,1.202660364691452433e-01,-1.238472606231806258e-02,4.700971642188008226e-01,-4.983363933823060227e-02,3.979351856510844609e-02,7.150610986610843323e-02,1.625459512583125321e-01,6.340395227924822130e-02
2.880000000000000000e+02,8.785607907155651430e-02,1.162044142730982166e-01,-1.210658943889477840e-01,5.743847251396800857e-01,-4.459464640326387536e-02,3.957225642472228522e-02,7.388947303787705978e-02,1.292997111544292033e-01,7.224519286153070763e-02
2.890000000000000000e+02,-5.405158821566664606e-01,1.158552054039374141e-01,-1.354381702743931437e-01,6.367898840753416501e-01,-7.160529854448237363e-02,3.956768388875168269e-02,8.469077179127267041e-02,1.329100418070925105e-01,7.568614316403841913e-02
2.900000000000000000e+02,-2.713186049440464709e-01,1.213767040507834766e-01,-5.439712724813716704e-02,4.783603815375748192e-01,-8.937723753457441078e-02,3.989080055520601714e-02,7.214644244452340927e-02,1.372168668257517377e-01,6.601494462405435582e-02
2.910000000000000000e+02,2.902961974522539901e-01,1.176238174986090207e-01,-2.199116902188161943e-03,5.160372764505328780e-01,-2.080992163250358629e-02,3.965788204336174322e-02,7.167996553832810258e-02,8.628572920731809870e-02,7.379088235584047029e-02
2.920000000000000000e+02,-3.455043919448085865e-01,1.254564303438660544e-01,-2.927623949585351215e-01,5.866185286221290429e-01,-2.840600135816490415e-02,4.003380992113095282e-02,8.209940314173497233e-02,1.520370142501908106e-01,9.837527786186568701e-02
2.930000000000000000e+02,-8.756959224976739176e-01,1.168148452455654018e-01,-8.610548931158643060e-02,4.688471032017971774e-01,5.410389260681906787e-02,3.958703237302424460e-02,7.866522445532475594e-02,1.200469613480451420e-01,8.329632307509218792e-02
2.940000000000000000e+02,2.817864149387887540e-01,1.279497697294658953e-01,-1.763847789656047826e-01,5.891984081220840164e-01,-2.453020672572323035e-02,4.020548679535169284e-02,8.051232404235351969e-02,1.223556900884028853e-01,9.101173415394271660e-02
2.950000000000000000e+02,5.468215513371524339e-02,1.242411078185059331e-01,-2.267257075046306136e-01,8.205469813381407462e-01,-7.214384637037826731e-02,4.022597960982728094e-02,7.386269947846828277e-02,1.544465868738822967e-01,7.867676680257566779e-02
2.960000000000000000e+02,-3.759315716082229364e-01,1.152336983713844187e-01,-1.505296040116881062e-01,5.257005140279569222e-01,-3.200699369942257982e-02,3.957397837895173381e-02,8.080583691933029833e-02,1.515487355928162028e-01,6.536054106760626203e-02
2.970000000000000000e+02,-4.404313754902016154e-01,1.214301287879618746e-01,-4.845052394337016899e-03,2.087610294633135966e-01,-6.445740779776269747e-02,3.998141710506199903e-02,7.527679915648682885e-02,1.445734257440540738e-01,5.129428467925985224e-02
2.980000000000000000e+02,-8.905267318668974585e-02,1.285841250608310560e-01,-7.740750311377921078e-02,2.895679962455610101e-01,5.884929500319469042e-02,4.026789465137271123e-02,9.200235051539937259e-02,1.667020652711281026e-01,1.001645231152402671e-01
2.990000000000000000e+02,-8.190157510342868652e-03,1.254423615517902824e-01,-3.503126349625373948e-01,7.137208127977588967e-01,-6.187831995680804359e-02,4.020240084883872078e-02,7.029366053829809446e-02,1.471283890540513450e-01,7.725300703117995993e-02
3.000000000000000000e+02,-1.875879735692115302e-03,1.272405479408545426e-01,-3.446061354866314375e-01,6.910117500524998180e-01,-1.427915575843740660e-02,4.019595294092522669e-02,7.355217077796846747e-02,1.471832112461304853e-01,8.707437787594701772e-02
3.010000000000000000e+02,-5.190692487838528546e-01,1.239115985156353517e-01,-2.646444436791148824e-01,5.835186991727397965e-01,2.407404659728428625e-02,4.001863022622136751e-02,7.708035413708824723e-02,1.687312996012797772e-01,1.010106244819425347e-01
3.020000000000000000e+02,-7.229343971980634054e-02,1.190271412848027122e-01,-8.432898356219069302e-03,5.756329115147511555e-01,4.166809832722658674e-03,3.971205819764481865e-02,7.490980385251598539e-02,1.653212079527765499e-01,7.280631487172030403e-02
3.030000000000000000e+02,-1.617069628786460267e-01,1.208689416841765285e-01,-3.954414486735380319e-02,4.062350773179850827e-01,-8.408556970461471269e-02,3.987054343902394354e-02,7.067314336829808030e-02,1.486330157826849241e-01,7.325589054935224831e-02
3.040000000000000000e+02,-1.292053523814870264e+00,1.251358162783010319e-01,-5.723470496731111190e-01,9.290714229536057855e-01,-2.788657688682650293e-01,4.008019894085360080e-02,6.448986097346288970e-02,7.875919272393976100e-02,5.198697278803460914e-02
3.050000000000000000e+02,-5.207839914318441732e-01,1.254317193410259546e-01,-1.667946564592213410e-01,1.083454724577529893e+00,-2.491061729523031398e-01,4.000885453628183486e-02,7.756419386010858508e-02,1.392046912261665492e-01,8.961517325879733709e-02
3.060000000000000000e+02,-6.522756677842118656e-01,1.186823869316879360e-01,-2.715096537592901274e-02,3.535902062452421779e-01,-1.607591731778079680e-01,3.982799539087564233e-02,7.554596846468553117e-02,1.633655086200655748e-01,1.021113169250868064e-01
3.070000000000000000e+02,-2.171547805419706823e-01,1.220060997774730094e-01,-1.036175653634255622e-01,6.017990740796790305e-01,1.199162606452055212e-02,4.003463672044457744e-02,7.928253489805270338e-02,1.696965533702919082e-01,9.221077524859833119e-02
3.080000000000000000e+02,-1.851642505571970965e-01,1.190416116699456600e-01,-4.349889472922458152e-03,4.678342017026219657e-01,-5.554643084502696587e-02,3.971050852698124189e-02,8.008836748138756234e-02,1.520225754206010749e-01,8.057257488969057913e-02
3.090000000000000000e+02,-5.650934357977527300e-01,1.258850851779759472e-01,-3.442292982120829237e-01,6.457514922428029269e-01,-5.548180614838069125e-02,4.020524276322984952e-02,7.075118360842856668e-02,1.491517168654854508e-01,8.198002313273586306e-02
3.100000000000000000e+02,-4.547952509028121981e-01,1.236711539202753479e-01,-2.172880394373408186e-01,5.737442378161050627e-01,-4.281138189419072745e-04,4.001113930558103382e-02,7.549383781462215559e-02,1.782671680384902702e-01,9.846764530827246953e-02
3.110000000000000000e+02,1.008349111089356764e+00,1.236272208377550141e-01,-2.373493215221635089e-01,7.419974293933115916e-01,-1.179741702031822104e-01,4.008488533085530214e-02,6.433117783639280551e-02,9.600414953091017389e-02,4.464141327082408323e-02
3.120000000000000000e+02,-1.027265674541954776e-01,1.237378764142124665e-01,-1.459854798639478868e-01,6.159354901091149692e-01,-2.071696208491594360e-01,4.000344261654641131e-02,7.625565644894094497e-02,1.549691694710591261e-01,8.728456492744010586e-02
3.130000000000000000e+02,4.353979579060960649e-03,1.309894894724649150e-01,-1.297895687749641147e-01,7.199861454007367989e-01,6.722429369479816785e-03,4.021549297434976605e-02,8.350450527017620750e-02,1.160113673310107923e-01,8.118795317554997060e-02
3.140000000000000000e+02,-2.043294817600118107e-01,1.230146240541315911e-01,-2.574083623402185217e-01,5.745996413291916127e-01,3.146783997675481337e-02,4.008841788046212107e-02,8.657541936476705058e-02,1.468549316514240199e-01,1.039589507452125250e-01
3.150000000000000000e+02,3.848617786075975711e-01,1.261581298586012811e-01,-1.750625489787780986e-01,6.226465721633089867e-01,-1.639755232779741556e-01,4.002511221199798325e-02,6.978564792146652040e-02,1.545946471493691576e-01,6.377810697380123517e-02
3.160000000000000000e+02,-4.617398999235013957e-01,1.220743072924360823e-01,-1.709444757680188276e-02,2.218037785996849476e-01,-7.248446790215713753e-02,4.006414361730931822e-02,7.574611898565086765e-02,1.341151681931582462e-01,5.027984796853373489e-02
3.170000000000000000e+02,4.333218101880876860e-01,1.172359888276067741e-01,-7.252706488677690411e-02,4.864198914373366600e-01,5.386490965093255340e-02,3.960402194118872732e-02,7.734085259982738381e-02,1.250744089118646374e-01,8.610368909872270771e-02
3.180000000000000000e+02,-4.118939614897847989e-01,1.237889539931515681e-01,-1.706850557533245716e-01,5.361694404405193959e-01,-1.736824839804372023e-01,4.002061991399417235e-02,7.003366342993821991e-02,1.448566924487498242e-01,5.489453473122196669e-02
3.190000000000000000e+02,1.890861850593961169e-02,1.231406101326374264e-01,-9.653546022239971325e-02,5.535692456684329077e-01,-1.969892984275934400e-01,4.000289202161606134e-02,7.649156470321191725e-02,1.467337292682213967e-01,7.366800043327527414e-02
3.200000000000000000e+02,-2.224933862171106502e-01,1.198789268576970490e-01,-6.594167101986288942e-03,4.653204959331828094e-01,-2.714315815035514903e-02,3.976565583628694639e-02,7.153248298815294282e-02,1.704003180550188734e-01,6.532026525148801332e-02
3.210000000000000000e+02,2.740996688581270324e-01,1.186923949316842919e-01,2.496060663686781519e-02,4.232878963344274270e-01,-3.482487761980442714e-02,3.979333143529516226e-02,7.261812173307234664e-02,9.837417892960752253e-02,5.756948782191168706e-02
3.220000000000000000e+02,-1.877029636658098521e-01,1.285038431133005976e-01,-6.362818179851773004e-02,3.242138231958580086e-01,3.261969192090215242e-02,4.030027566340282918e-02,9.116195831182642706e-02,1.641095728019429933e-01,9.470563091581295223e-02
3.230000000000000000e+02,-3.704552792349986579e-01,1.241289454556959854e-01,-1.099929966764451178e-01,5.780219768083136866e-01,-2.108108587736905737e-01,4.000658073896500022e-02,7.014348654833411911e-02,1.536909903242641429e-01,6.612263881325350368e-02
3.240000000000000000e+02,7.010155870053211280e-02,1.151275029738970668e-01,-1.600298397258982097e-01,4.216231260249275747e-01,-3.151478663124707147e-02,3.956034051010875324e-02,8.232917423132021795e-02,1.796560481158556433e-01,6.818534857096662793e-02
3.250000000000000000e+02,-3.616760833395453456e-02,1.191319752983523578e-01,-7.945675303835225342e-03,4.935064101077953347e-01,-7.001191129406568459e-02,3.971159520757272521e-02,7.885805129729767105e-02,1.532227121276377446e-01,8.164254102496504295e-02
3.260000000000000000e+02,-8.498662908866320975e-02,1.147394816751467900e-01,-1.547091733879785436e-01,5.115519040323792677e-01,-2.496687538312148541e-02,3.958470588011563790e-02,8.537709746801228072e-02,1.550692330638355487e-01,6.680372534828486752e-02
3.270000000000000000e+02,-2.252361753756150775e-01,1.287033264630327301e-01,-7.765727652789861102e-02,2.918980393081713753e-01,5.507655700699559675e-02,4.026839156091054084e-02,9.301217138226011705e-02,1.635272022844502238e-01,1.004607799908314170e-01
3.280000000000000000e+02,-1.916089195610566065e-01,1.238333653198449152e-01,-1.438985977772650471e-01,5.552373020081428079e-01,-1.816457884553244750e-01,4.001579828254570731e-02,7.097356515811942268e-02,1.449467475513246673e-01,5.692132947495968237e-02
3.290000000000000000e+02,-3.727725130155366551e-01,1.185177756381404213e-01,-3.117918734249353757e-02,4.875888300400078035e-01,-9.588571678922690189e-02,3.975029284443611088e-02,7.154516404715192956e-02,1.782103101941158452e-01,8.332179107110668226e-02
3.300000000000000000e+02,3.756076050323328003e-02,1.227883119611122564e-01,-2.239661566949659732e-01,4.530097894173932271e-01,9.517673078954479171e-02,4.004294204720167810e-02,8.269159912999296536e-02,1.913235552605950240e-01,1.107092779127927251e-01
3.310000000000000000e+02,1.288044821301908838e-01,1.248340624746979155e-01,-2.896446138607814969e-01,5.793256996850542073e-01,-2.093205890087871529e-02,4.002697783468497222e-02,8.103646515362214475e-02,1.540206655628883758e-01,9.745346332353287122e-02
3.320000000000000000e+02,9.763903555538573642e-02,1.228966302146572570e-01,-2.519827058765751193e-01,5.646129766730632049e-01,4.351617194914426945e-02,4.007179612674630770e-02,8.468185690141358246e-02,1.436884240063936724e-01,1.018472263865904670e-01
3.330000000000000000e+02,-1.289206405669907074e-02,1.230419918864512074e-01,-9.410580549485617063e-02,5.435204454942617058e-01,-1.909833586627907587e-01,4.000305827172036949e-02,7.523974323863123759e-02,1.458298958589161753e-01,7.300372974704519291e-02
3.340000000000000000e+02,-1.162556339161919139e+00,1.259000983712315613e-01,-2.106016556486539348e-01,1.144169378509131363e+00,-2.239257625431149423e-01,4.001124816333763434e-02,8.132487419670723916e-02,1.425724990394612313e-01,9.894775606428775350e-02
3.350000000000000000e+02,-1.665807099958425685e-01,1.162432383125558272e-01,-1.184841725164565707e-01,4.660818467203400317e-01,-5.525303317516119805e-02,3.958532621065496970e-02,8.389436300918244604e-02,1.460088648410362566e-01,7.179585380253468430e-02
3.360000000000000000e+02,-2.998908108367315806e-01,1.248479308617739397e-01,-3.355167444465916859e-01,7.746632080035300572e-01,-5.805222578234199571e-02,4.019566601631755637e-02,7.209366074612756636e-02,1.433603648779956663e-01,7.719729657296278691e-02
3.370000000000000000e+02,-6.117142494938371255e-02,1.239149806956429817e-01,-1.088326782146252641e-01,5.655851242063101303e-01,-2.004562395490497584e-01,4.000686779398452547e-02,6.979142938685249653e-02,1.573959802595137347e-01,6.190537290706052409e-02
3.380000000000000000e+02,-1.784749317769112886e-01,1.173387498073764912e-01,2.742271308834184559e-02,5.163587670783765793e-01,-1.304230565949251151e-02,3.968228539395856486e-02,7.696870451203342844e-02,8.575359891892085640e-02,7.108947792348328798e-02
3.390000000000000000e+02,4.230388630048298459e-01,1.279125214539911237e-01,-4.554490209224373309e-01,1.249195329386742603e+00,-3.702831972016699669e-01,4.007969590855088582e-02,6.463821847226083883e-02,6.126046967884359734e-02,5.689990274935888270e-02
3.400000000000000000e+02,-1.283523636805865287e-01,1.213679293226127137e-01,-5.998911868973319517e-02,4.207609437514883144e-01,-9.411173642744981305e-02,3.991675409716689132e-02,7.260496814324186865e-02,1.418530382778727672e-01,7.193693079622549835e-02
3.410000000000000000e+02,1.209737557411498243e-01,1.166427662517632163e-01,-1.213570270683859108e-02,4.651586314177489911e-01,-9.270825141780814418e-03,3.963906769461018886e-02,7.415362925444787812e-02,1.353881445560529695e-01,6.951456431445467155e-02
3.420000000000000000e+02,-3.262079856716876836e-01,1.187061337345662326e-01,-2.601745236388607746e-02,3.679226917894437010e-01,-1.393746765923155329e-01,3.980037342249971577e-02,7.336826210164168471e-02,1.619909200600633536e-01,9.186818117058601074e-02
3.430000000000000000e+02,-1.602159421491517466e-01,1.200304738424030765e-01,-1.283752726099904318e-02,4.674108759647782607e-01,-4.785876899204868917e-02,3.977445596459736055e-02,7.251200588216663578e-02,1.702756109559182829e-01,6.530782333593464217e-02
3.440000000000000000e+02,-1.682106514658050778e-02,1.169794096718535376e-01,-7.694741499442146748e-02,5.741446550326717579e-01,2.811556428489305967e-02,3.961495033693539225e-02,7.430472198097352876e-02,1.659759307758081615e-01,7.415246240677070277e-02
3.450000000000000000e+02,-4.787444825658260239e-02,1.226577408409991882e-01,-8.509756815914186479e-02,4.871984371052952567e-01,-1.505439330594394720e-01,4.000443860477183311e-02,7.121461637886450369e-02,1.476524358462636966e-01,6.198241487532139132e-02
3.460000000000000000e+02,-2.951438550615669842e-01,1.180549012682748089e-01,1.871650850588838302e-02,5.188618101173944064e-01,-2.040732669674782604e-02,3.969717717407180574e-02,7.468137365386695592e-02,8.267334855224384160e-02,6.600159935971113001e-02
3.470000000000000000e+02,2.961696452498449039e-01,1.230207193262968096e-01,-1.438003698026365240e-01,5.095689853920627455e-01,-1.248219579516649108e-01,4.002454389055593031e-02,7.012652112246559044e-02,1.672456998196074907e-01,5.182544219744759234e-02
3.480000000000000000e+02,7.577956569106643059e-01,1.278738945784794745e-01,-4.811211213939510234e-01,6.993580304627828870e-01,-1.086544659903581345e-01,4.017234029942675505e-02,7.017596006621762417e-02,9.408849438213923166e-02,8.271267337320514779e-02
3.490000000000000000e+02,2.973556891391171408e-01,1.244206180704100773e-01,-4.360896552586048802e-01,8.685572676493260591e-01,-1.988853398837691078e-01,4.007268287866860151e-02,6.390084992123887253e-02,9.546632053155469644e-02,4.785236558050066230e-02
3.500000000000000000e+02,1.251539533008249883e-01,1.243639512890182680e-01,-1.348372612208623700e-01,6.158210988302028621e-01,-2.482442822507163471e-01,4.000429555634622131e-02,7.451521881404717107e-02,1.556669129273758057e-01,7.774529332747209809e-02
3.510000000000000000e+02,-1.724019757395340580e-01,1.233959719884998724e-01,-1.208096563666883894e-01,3.010089497539146230e-01,-8.651319576063788708e-02,4.011778977100707161e-02,7.083528525017572519e-02,1.455719938650658352e-01,4.992912628020730603e-02
3.520000000000000000e+02,1.384934263638968044e-01,1.164898731035144686e-01,-1.020281074529553189e-01,4.850076781554357730e-01,1.087628285109102505e-02,3.957654097944259680e-02,7.405355415255691909e-02,1.191352020613568041e-01,7.528965766850499730e-02
3.530000000000000000e+02,3.335151485635228230e-01,1.257304583622508298e-01,-7.147742612477536728e-01,1.014600242046484135e+00,-2.951901356638542695e-01,4.011763012716629967e-02,6.828153825838675917e-02,7.334529291667485351e-02,6.101695891198986865e-02
3.540000000000000000e+02,-2.922251075219628458e-01,1.171474338412382410e-01,-6.991236071965167831e-02,3.728721254548545971e-01,6.289531968055804556e-02,3.960292419569873962e-02,7.572673634343492222e-02,1.239495850001677696e-01,7.840605972778991184e-02
3.550000000000000000e+02,-7.473161532415750763e-01,1.152060138273149625e-01,-1.431686637532778583e-01,5.429079090132378216e-01,-2.999087863221781836e-02,3.959115046468050791e-02,8.370710952932024218e-02,1.329177502208053196e-01,6.614829752860237888e-02
3.560000000000000000e+02,9.019763284003123882e-01,1.248113469878742027e-01,-1.591355465809241032e-01,7.791730466801715105e-01,-1.370386380667325543e-01,4.030453803693478942e-02,7.692708520065298650e-02,1.391748011937221363e-01,9.213998734044299976e-02
3.570000000000000000e+02,-6.393589091851309414e-02,1.240457275466054776e-01,-1.119700647706307756e-01,5.597129405813883185e-01,-1.989351871949001649e-01,4.000895797295139084e-02,6.891873695722079696e-02,1.556397980939346615e-01,6.090123690117504179e-02
3.580000000000000000e+02,2.224006057796188429e+00,1.197369364011256210e-01,2.032579924958140619e-02,7.426103089424335169e-01,-1.479558413185404382e-02,3.979823535409059143e-02,7.071060543084349559e-02,1.079575959635894200e-01,5.800516999767013626e-02
3.590000000000000000e+02,4.023471568180184144e-02,1.223544637867160778e-01,-9.300124369636234012e-02,4.356399946046360938e-01,-7.471028850852307057e-02,3.999602618788577341e-02,6.549599400807137872e-02,1.562322676678783162e-01,5.156907148314333195e-02
3.600000000000000000e+02,1.582371612345971901e-01,1.248167036320476653e-01,-4.964974676877282889e-01,8.677065485250419208e-01,-2.446665990137512070e-01,4.007260372304882051e-02,6.390982541878170720e-02,9.032652119367930166e-02,4.891002797418610853e-02
3.610000000000000000e+02,-4.166458150818525552e-01,1.266210400574066253e-01,-6.289496204816488745e-02,4.022614971957328422e-01,-7.151452629882290579e-02,4.034871540557533748e-02,9.040175232960463714e-02,1.702041346966350344e-01,1.084185906563858853e-01
3.620000000000000000e+02,-3.038717949619126335e-01,1.215266231717925111e-01,-2.324763960237490740e-02,3.406273340370588043e-01,-4.312926638612501334e-02,3.992567427774258021e-02,7.134779097025190087e-02,1.310785949689962648e-01,5.040036000892413742e-02
3.630000000000000000e+02,8.348022844190783331e-02,1.232381765747947444e-01,-9.738411156230886156e-02,5.588404191009310740e-01,-2.074110883347831391e-01,4.000284202152230156e-02,7.563257972846292032e-02,1.480124573291466406e-01,7.422355237514327575e-02
3.640000000000000000e+02,4.695617216604207611e-01,1.271701402008804660e-01,-7.760611326378618058e-01,1.184307360660225905e+00,-5.171824026426425913e-01,4.011431562745922108e-02,6.721685596831031284e-02,6.103752980369434034e-02,5.634111202352760917e-02
3.650000000000000000e+02,-6.735136935402143976e-01,1.226249325466627904e-01,-2.174418224203071848e-01,4.437380335527149056e-01,8.240678708274355724e-02,4.005015440739630173e-02,8.199697595611793455e-02,1.934744856089972986e-01,1.082099118029823392e-01
3.660000000000000000e+02,-9.554731057719956233e-02,1.191024928273584083e-01,-2.149549615166287952e-02,3.515407349443583351e-01,-1.741538356648043295e-01,3.985531592775334170e-02,7.520803343856125034e-02,1.597349777683773342e-01,1.064314683163363473e-01
3.670000000000000000e+02,-2.101603273326559385e-01,1.227762692566113506e-01,-1.070438097393641569e-01,5.467808648130482174e-01,-1.443243676248773810e-01,4.000582320850174650e-02,7.433691107565693068e-02,1.500913927355060073e-01,7.629948646998324646e-02
3.680000000000000000e+02,5.698466737222401823e-01,1.175149423460400966e-01,2.098440384618430014e-03,5.116215396875808397e-01,-1.791083907778826326e-02,3.965694882914057307e-02,7.211093819308025954e-02,8.509264825660975418e-02,7.354246488261877157e-02
3.690000000000000000e+02,1.092160482247967329e-01,1.182047853841712709e-01,2.348083521938637563e-02,5.042231614393180017e-01,-2.188031614090043403e-02,3.973127567619458983e-02,7.502244002906839626e-02,8.244121246954416726e-02,6.162573829787518914e-02
3.700000000000000000e+02,-1.019307208192677811e-01,1.200742603110188517e-01,1.448749711398628764e-02,3.411540902285415955e-01,-5.418752672892371280e-02,3.988507912514550890e-02,6.810946131383324720e-02,1.267930683443222184e-01,5.278172175663311400e-02
3.710000000000000000e+02,2.610264606888719752e-01,1.197692328830044645e-01,-1.582133163885042146e-02,3.661399260278619949e-01,-1.816101565372972015e-01,3.991016910732003709e-02,7.408100110146158268e-02,1.691239524773365810e-01,1.136809416204302425e-01
3.720000000000000000e+02,-4.110836627930344878e-01,1.228137796437580587e-01,-1.047712692932580014e-01,5.440217067278040330e-01,-1.535662380493607593e-01,4.000501223214852908e-02,7.468066931122617491e-02,1.482947699542709608e-01,7.639391137021736555e-02
3.730000000000000000e+02,2.323441772470056788e-01,1.177516801283472886e-01,-6.897151817553529018e-02,4.894455179817992496e-01,-5.616702914086233681e-04,3.963882536338130674e-02,7.395189852766825833e-02,1.248837098485132135e-01,7.530596749797598133e-02
3.740000000000000000e+02,-1.899416999576557588e-02,1.226609380950932915e-01,-1.148226426431437214e-01,5.822366563258323247e-01,-7.951561329971341963e-02,4.015432381974752551e-02,7.241878902384180083e-02,1.388061030767054616e-01,6.228703664951367597e-02
