index,residual,b_intercept,b_nbaths,b_nbeds,b_area,b_age,se_intercept,se_nbaths,se_nbeds,se_area,se_age
2.030000000000000000e+02,-2.120552014858220602e+01,1.899831883732753681e+02,2.251534407399024218e+01,-3.788688607271264885e+01,1.643479385158937711e-01,-6.027508023995232778e-01,1.021592431176473609e-01,6.798460933739815248e-02,1.391333008596142562e-01,2.137877066789768698e-04,1.011093385023316242e-02
2.040000000000000000e+02,-1.385621011125051361e+01,1.363558359437126910e+02,2.092499308801012603e+01,-4.584012139061466318e-01,7.074827952490701788e-02,-1.050551658756468498e+00,1.010741436284359057e-01,6.766387682759256172e-02,1.421708215615632986e-01,2.494805118508346695e-04,1.444404141136174970e-02
2.050000000000000000e+02,2.939106311893527135e+01,1.449005324884141714e+02,2.046563669146893005e+01,-1.903235859995846369e+01,9.691691905552844710e-02,-2.679439106376088287e+00,1.086556240352120062e-01,6.731024747544135656e-02,1.740866104648731705e-01,2.484786260541916713e-04,1.272116153138434270e-02
2.060000000000000000e+02,-3.014997185771206318e+02,2.428933513043462256e+02,2.308131714451588934e+01,-8.694728094494358572e+01,2.131328239583916984e-01,-3.686787489984550081e+00,1.079416481703026898e-01,6.809151017495440605e-02,1.366300890519133171e-01,9.671238522936925612e-05,6.897813251636895383e-03
2.070000000000000000e+02,-1.099489867136410766e+02,1.518614574044325138e+02,2.229065389303806910e+01,-5.630500852814041934e+01,1.379779487702706697e-01,-1.068407844398632012e+00,1.051467603427719000e-01,6.799296484270371532e-02,1.637834573672505567e-01,2.465664325194794168e-04,1.466214188820562370e-02
2.080000000000000000e+02,-9.474906286267396638e+01,1.435050865500709563e+02,2.031811820132673674e+01,-2.613425369528345144e+01,1.017749051617702349e-01,-1.748333501875271256e+00,1.125299902119309969e-01,6.727314434216595529e-02,1.808615300841297791e-01,2.449345609711651192e-04,9.557533000260272707e-03
2.090000000000000000e+02,1.027921392961309976e+01,1.391867681428256276e+02,2.176412088914342391e+01,-2.222054500014241896e+01,8.325645518749201501e-02,-1.972358880511927204e+00,1.030327318631601846e-01,6.794659476989396707e-02,1.512246862040600992e-01,2.558688751619602863e-04,1.075125489246505674e-02
2.100000000000000000e+02,-5.434645523462236127e+01,1.548381575039034601e+02,2.297132259739567317e+01,-2.139658031156561080e+01,8.429513712556846450e-02,6.428309236474475385e-01,9.783325020487380896e-02,6.831243482469254169e-02,1.772836482815592918e-01,2.514684920856817443e-04,1.865067095766206190e-02
2.110000000000000000e+02,8.552756734648636439e+01,2.162301601006878400e+02,2.250714119149622761e+01,-1.116728095820802054e+02,2.675014747896304890e-01,-7.160832582550763270e+00,1.022201304145033268e-01,6.803619690843404344e-02,1.256434928771822390e-01,1.365498669155836681e-04,8.132834500342573172e-03
2.120000000000000000e+02,-3.989067883703889805e+01,1.756379971379644758e+02,2.084734552053700085e+01,8.895562328825125320e+00,1.062468582761622177e-01,-2.245602778153038548e-01,1.008566482177003509e-01,6.757447808118470511e-02,1.534126631268391827e-01,1.626033972226653657e-04,9.740185164363724182e-03
2.130000000000000000e+02,7.383732122023803868e+01,1.510580615597049814e+02,2.191917253216388772e+01,-4.480334413231520330e+01,1.250596462074460846e-01,-1.400209027851724297e+00,1.067464611758622700e-01,6.797423817592011808e-02,1.405751000089380254e-01,1.965308628337866684e-04,6.502833597479966941e-03
2.140000000000000000e+02,-6.310132809511232210e+01,1.689334887629790387e+02,2.115969619106296662e+01,2.589843599343867986e+00,1.342304468948440355e-01,5.228542975371530677e-01,9.415990536424674595e-02,6.764344344537513709e-02,1.457033778677564728e-01,1.900147528445911521e-04,9.527079140465046642e-03
2.150000000000000000e+02,-3.269641197145812583e+01,1.774493469754391697e+02,2.142834858882794080e+01,-4.082272728986509946e+00,7.895201825954052677e-02,-1.203732696581084838e+00,9.683705628592191583e-02,6.803111682000792526e-02,1.410794506554175765e-01,1.958761613953254553e-04,7.034139842112652197e-03
2.160000000000000000e+02,1.385293351451241506e+01,1.512835289797514520e+02,2.085409104881359710e+01,-6.933333573635720448e+00,9.421325772503039153e-02,1.220952631007698325e-01,9.643680555347938776e-02,6.742338395282433672e-02,1.510425600862297102e-01,2.228519150182834308e-04,1.109200542164661026e-02
2.170000000000000000e+02,1.082569408179897579e+02,1.756090881385183025e+02,2.102160012228154073e+01,5.427958829145858921e+00,1.119673928605445928e-01,9.198531775732197158e-01,9.459360608305474039e-02,6.761631335551768207e-02,1.481911490804579679e-01,1.661891734991237770e-04,9.065170229493494519e-03
2.180000000000000000e+02,-1.910889734901566328e+01,1.479611959794260088e+02,2.198782009839366225e+01,-2.929125526973754035e+01,1.037239564816271054e-01,-1.848025268353708839e+00,1.078593759298667465e-01,6.795716362647302722e-02,1.393198333581810444e-01,2.285115672773794843e-04,8.306999095276367331e-03
2.190000000000000000e+02,-3.129853213135346550e+02,2.245925448830056723e+02,2.262532209600425048e+01,-1.613996154921970003e+02,2.534235053334408794e-01,-9.209687815858664806e+00,1.023465544736576749e-01,6.809050704910317442e-02,1.316593948428333161e-01,1.242495632168929328e-04,7.897689256522278517e-03
2.200000000000000000e+02,4.340297700960902034e+02,2.388769278862429815e+02,2.312362098627952278e+01,-8.783121976687019128e+01,2.103447753073264259e-01,-3.443022295689205592e+00,1.068814238678277295e-01,6.810668634001414146e-02,1.388023860345681815e-01,9.575774711762156488e-05,7.331094750662932660e-03
2.210000000000000000e+02,-4.472486517007406093e+01,1.437249300671912238e+02,2.313017529860753640e+01,-4.168555635594520936e+01,1.565932271105146545e-01,-9.091920340696005853e-01,1.066537950695227582e-01,6.824342859488947977e-02,1.589071521760643535e-01,1.693676086104529889e-04,1.207515936035600743e-02
2.220000000000000000e+02,3.137209256252656786e+01,1.453224531021405710e+02,2.063050003699217783e+01,-8.191687968106904805e+00,8.004453977255188146e-02,2.811032649352593893e-01,1.003373098368084970e-01,6.732782849740361064e-02,1.499402215403662642e-01,2.167784819959839141e-04,1.306694784774873469e-02
2.230000000000000000e+02,3.426563617864587741e+01,1.487971270921086955e+02,2.081575881495680846e+01,-3.244078341906646124e+00,9.376671026613456195e-02,-2.156835379419688448e-01,9.779273876110182451e-02,6.740195791571618189e-02,1.436399614692135396e-01,2.163463058685085455e-04,1.207537748839256769e-02
2.240000000000000000e+02,-2.674566761009016602e+01,1.410456158393838564e+02,2.096171491826559929e+01,2.574637477429496002e+00,8.440308152825687360e-02,-1.488824049385387926e+00,1.023445962709074175e-01,6.748717356648004095e-02,1.556511186402846914e-01,2.534519253535673410e-04,1.205487794875235649e-02
2.250000000000000000e+02,-2.575977112372041589e+01,1.924414615267347131e+02,2.262208115361881156e+01,-1.584924187827200228e+02,2.077670494504025855e-01,1.292323056058136466e+00,9.707227905465198869e-02,6.817243202152932502e-02,1.395371108168453333e-01,1.376604349947524648e-04,1.107648509857674275e-02
2.260000000000000000e+02,2.262998892996927580e+01,1.326497595841297539e+02,2.109434572870957680e+01,-1.087076654529044006e+00,5.668457127497177755e-02,-1.848673033741997929e-01,9.832071328563551926e-02,6.774564125813561932e-02,1.423343603531490031e-01,2.399884969452458926e-04,1.566815416798796393e-02
2.270000000000000000e+02,-4.082657209386327679e+01,1.390262663810260904e+02,2.137901906161135202e+01,-2.239710620990592460e+01,6.507854815590403963e-02,-1.113177334632700077e-01,1.033041512346714874e-01,6.807519577976568759e-02,1.631689520345445121e-01,3.110982516269542942e-04,1.439332185582125993e-02
2.280000000000000000e+02,-1.583651187892787675e+02,2.357210957782666014e+02,2.296603035733628673e+01,-1.211774540311334079e+02,2.447914462917353540e-01,-6.984280221923472531e+00,1.033988903393061043e-01,6.811651350928692172e-02,1.307620122871115398e-01,1.043129152266887745e-04,7.337018832602955169e-03
2.290000000000000000e+02,-1.869680559875358128e+01,1.406082985325831203e+02,2.360304612426437387e+01,-2.810318669999811192e+01,1.424631497891132859e-01,-2.260984110553836413e+00,1.093007091156609767e-01,6.829620188969894035e-02,1.594589464134183454e-01,1.913029679343050465e-04,1.298219929827352376e-02
2.300000000000000000e+02,3.836076740261986373e+01,1.321047756995380382e+02,2.104402539286518348e+01,3.831230451870902831e-01,4.784015558838799337e-02,2.931942149024525102e-01,1.004282489649711840e-01,6.761362140310590851e-02,1.422960009190976649e-01,2.296805594854664295e-04,1.363397244507361279e-02
2.310000000000000000e+02,3.586573605254694286e+01,1.666259332246971212e+02,2.275644433374139552e+01,-1.311392906382301149e+01,1.072235351521765301e-01,1.145437913612764591e+00,9.286685831073883401e-02,6.830869522959366613e-02,1.672670757720453594e-01,2.576404550331674566e-04,1.600756484677076305e-02
2.320000000000000000e+02,7.685123049290291775e+00,1.656251048752073416e+02,2.118560790041267694e+01,2.305194121128594009e+00,1.258435550406903358e-01,1.981628566436147709e-01,9.639925062467975814e-02,6.765124105631212248e-02,1.479471651296641044e-01,1.938779709642607764e-04,9.383234545648252989e-03
2.330000000000000000e+02,-2.070572796570527885e+01,1.390609316506021287e+02,2.173436335613342152e+01,-2.137834062896006415e+01,8.295492947306601361e-02,-1.735328579552342987e+00,1.024836666103872140e-01,6.794668367638806439e-02,1.482117410098916510e-01,2.563447673813061610e-04,1.037568673275654323e-02
2.340000000000000000e+02,3.091458758266329596e+02,1.437566077098337587e+02,2.041572672168830493e+01,-2.253885667581238295e+01,1.105916660143757280e-01,-3.104968435828099338e+00,1.100769448237561704e-01,6.729483391352800159e-02,1.817375820648053641e-01,2.516691769456418331e-04,1.130520570977244788e-02
2.350000000000000000e+02,-3.439942575986894724e+01,1.755387806730169586e+02,2.095106026534794808e+01,7.016972226904123922e+00,1.096201792190825558e-01,-6.215382733224213974e-01,9.622675758195835261e-02,6.758181911100827333e-02,1.513828801331261742e-01,1.636498563680463590e-04,8.511953758376799781e-03
2.360000000000000000e+02,2.482534184881039607e+00,1.478124343088279886e+02,2.352936311437081685e+01,-2.931394166295503823e+01,1.590106494415161609e-01,-3.108824281470397466e+00,1.070153136464047222e-01,6.824145543258519631e-02,1.638081162841678873e-01,1.702352643909946922e-04,1.315552813550399311e-02
2.370000000000000000e+02,1.444454680880060380e+02,1.751241902652662930e+02,2.154540910671094878e+01,-9.388267835944462902e+00,7.565341834645186725e-02,-7.966086181636117258e-01,9.796549999677570120e-02,6.800604217499396642e-02,1.481365194034423294e-01,2.173039180439466519e-04,7.021032566802495531e-03
2.380000000000000000e+02,-5.533767103843925383e+01,1.772382325035320321e+02,2.130137777542908850e+01,-8.628347447336739418e-01,8.522395092693736685e-02,-9.292874125826855458e-01,9.554579241146832214e-02,6.787794909552315181e-02,1.393070509309301541e-01,1.771966939061004286e-04,7.997710972225556894e-03
2.390000000000000000e+02,-7.641611273737220600e+00,1.464202001842338348e+02,2.197265146904890187e+01,-4.073903309953995233e+01,1.100850567824785131e-01,2.298969739399785994e-01,1.008842904457191297e-01,6.796519436434948769e-02,1.546780584337242581e-01,2.614580941158014724e-04,1.869602441753847807e-02
2.400000000000000000e+02,2.781906041954460562e-01,1.885357853817701823e+02,2.291826351132012363e+01,-1.365774304006875468e+02,2.093962658967546131e-01,-9.821727161165190179e-01,1.006790379288053372e-01,6.817951985929616987e-02,1.377405880324616416e-01,1.195020250834584311e-04,1.076288387537598264e-02
2.410000000000000000e+02,9.431958169128398595e+01,1.517399433558045132e+02,2.229278777453853166e+01,-5.725993473074954210e+01,1.329847439906339523e-01,-1.225824697629471327e+00,1.059006166644120422e-01,6.800073830735137159e-02,1.642870326033442074e-01,2.558914023907338589e-04,1.476052708164497622e-02
2.420000000000000000e+02,5.982817485745628439e+00,1.461122079693596163e+02,2.322820400872870295e+01,-2.376285984806019158e+01,8.119472579404637957e-02,-2.246792249068177427e-01,9.965985764612572684e-02,6.832711421104606386e-02,1.784933743534139472e-01,2.554371851516805143e-04,2.027030329835565609e-02
2.430000000000000000e+02,-7.349606998383440271e+01,1.540743381995302457e+02,2.122078955392521848e+01,-8.876724436074570068e-01,1.003855644123006902e-01,-1.862675832111605756e-01,1.008261071643070661e-01,6.765641516167103520e-02,1.469718468594068406e-01,2.190323616609064902e-04,7.402615271477569134e-03
2.440000000000000000e+02,-1.122743545811778461e+02,1.589186494497288891e+02,2.239611690364827368e+01,-4.351280107862474722e+01,1.793420500832431930e-01,-5.539479482749577244e+00,1.035288160578583250e-01,6.796785308376181167e-02,1.633963157233930541e-01,2.636012924448831690e-04,1.163714331664748164e-02
2.450000000000000000e+02,-2.629006295284110806e+01,1.454540519466109174e+02,2.037018708268188405e+01,-1.745295316753156811e+01,1.271708435610340304e-01,-1.203454942788258597e+00,1.105237991077388793e-01,6.731944505898244946e-02,1.803898025238112324e-01,2.293785989436786688e-04,1.222760496056427698e-02
2.460000000000000000e+02,-6.728988116429410127e+01,1.371532733111083360e+02,2.079284463800006577e+01,-1.014890779531496534e-01,7.297792619848578188e-02,-1.828509539695886144e+00,1.025212980007840780e-01,6.754601080040577299e-02,1.455902941433918629e-01,2.502005799157733983e-04,1.764783112668454751e-02
2.470000000000000000e+02,9.227782955686247135e+01,1.486398449033708573e+02,2.205734902605388115e+01,-4.377870045974650282e+01,1.367131342610766742e-01,4.857557562718418653e-01,1.011647513263591869e-01,6.796575967527447582e-02,1.589132479372525053e-01,2.497881335233163467e-04,1.640709216089320313e-02
2.480000000000000000e+02,-5.931278994233974799e+01,1.352216526456402335e+02,2.085410007492903617e+01,1.029492898457643024e+00,5.738738215624468453e-02,-1.305267103929922401e+00,9.804628524444859716e-02,6.752020638786049300e-02,1.468866442848550391e-01,2.295060901158026590e-04,1.224027410606608711e-02
2.490000000000000000e+02,-5.943936552896883541e+01,1.457095072646715721e+02,2.039956448173343517e+01,-1.568560255616147536e+01,1.228289135618863132e-01,-1.133460314024014703e+00,1.095983563651076603e-01,6.732512810985485929e-02,1.831255914077666302e-01,2.217736742431177508e-04,1.220399721955855651e-02
2.500000000000000000e+02,8.261358952353727148e+01,1.776773724561847132e+02,2.122217009606146476e+01,1.367546862470175206e+00,8.913994330673409572e-02,-6.514577128298714159e-01,9.650315752877516862e-02,6.783419890283666487e-02,1.421736874944805329e-01,1.733977928012490682e-04,7.729151572055125569e-03
2.510000000000000000e+02,-4.335324100068296360e+01,1.452084145349134019e+02,2.025324937714783857e+01,-2.185101707625091549e+01,1.088443797075156899e-01,-1.062502381538297236e+00,1.145279388391723108e-01,6.730972223605616311e-02,1.748795668068529596e-01,2.370737938373807571e-04,9.122940093440215156e-03
2.520000000000000000e+02,1.774087453411785731e+01,1.308949037408052050e+02,2.128711537371751206e+01,-1.109657992433951001e+01,5.979241235051961645e-02,-1.749305009126694288e-01,1.055365236149668762e-01,6.783122965046631259e-02,1.465646444792834124e-01,2.121338675696986546e-04,1.017894691417767922e-02
2.530000000000000000e+02,-6.200418388694527749e+01,1.323098316984018368e+02,2.142321827894387809e+01,-1.450642805284099879e+01,7.368281151141892193e-02,-8.189728515404866294e-02,1.028884691971939241e-01,6.798475388498850802e-02,1.522462286701837808e-01,2.515126865618485651e-04,1.131085571658855225e-02
2.540000000000000000e+02,1.299670131528764330e+02,1.451328601074156666e+02,2.024586511761330598e+01,-2.220050916671061714e+01,1.072261353369448889e-01,-1.072274758004467810e+00,1.146393024394261745e-01,6.730605769915737335e-02,1.750550555867617097e-01,2.368661276831118237e-04,9.009332817850414232e-03
2.550000000000000000e+02,-5.249360260273422618e+00,1.772148637345698887e+02,2.177375404442748419e+01,-1.879304076949628666e+01,1.206920940910026080e-01,-3.952510027562218253e-01,9.750904166174628740e-02,6.816391418084591369e-02,1.398991934717117025e-01,2.114484967281211587e-04,9.863652917523077143e-03
2.560000000000000000e+02,4.828835388658966998e+00,1.442844088712676864e+02,2.182273046322727339e+01,-4.598061981452372748e+01,9.521865648822641637e-02,-4.843264618636933250e-03,1.008881509590186659e-01,6.799867804466905308e-02,1.599909333444730908e-01,2.821692358124356335e-04,1.719479191832701606e-02
2.570000000000000000e+02,-8.413794551175520553e+00,1.474774239046312516e+02,2.042438421657519498e+01,-9.962082709676160164e+00,1.246693227116153907e-01,-1.132959105256808652e+00,1.113043140208440085e-01,6.736944870212087377e-02,1.879806716713662562e-01,2.339256347814525343e-04,9.588920918745727842e-03
2.580000000000000000e+02,-6.296678267499297021e+01,1.496366528678381655e+02,2.322147044314554165e+01,-1.757303356051763288e+01,8.048833693315013416e-02,-1.927360498872467742e+00,9.817280209426051951e-02,6.839307642589270708e-02,1.815030076802578995e-01,2.571041153399230748e-04,1.457375119163946409e-02
2.590000000000000000e+02,5.837562602673514789e+01,1.503094376789281057e+02,2.049373390031458797e+01,-2.753853247203992716e+00,1.133537606838512651e-01,-1.031099528436899337e+00,1.085872125038474106e-01,6.739003895525430554e-02,1.695809283236425491e-01,2.150195608654604889e-04,1.010281496510750249e-02
2.600000000000000000e+02,-1.295531649253149453e+00,1.364638465177523017e+02,2.077470528515135584e+01,-2.880080292299951883e-01,5.341198521577592007e-02,-1.216148013251441062e+00,9.489024675312213164e-02,6.744052124057943465e-02,1.590510870150758371e-01,2.438003281975118820e-04,1.138637465050466695e-02
2.610000000000000000e+02,-9.023958178138308028e+01,2.013924770952268659e+02,2.237205742679501697e+01,-1.036344042811277006e+02,2.234094495280234960e-01,-4.070210208012051467e+00,1.024818141490371898e-01,6.802649615380074177e-02,1.266901578035634635e-01,1.367476269348967619e-04,7.763520706358796424e-03
2.620000000000000000e+02,-4.730297518803145351e+01,1.520001910936358058e+02,2.310175227554133315e+01,-1.774173999401980240e+01,7.466701879538900632e-02,-1.392687800914550023e+00,9.739119321808592522e-02,6.837012863898681014e-02,1.810571110940737694e-01,2.511293060983653511e-04,1.638689690118776826e-02
2.630000000000000000e+02,2.033913461283332822e+02,1.753113622691255102e+02,2.089960426964829310e+01,7.885637823443378380e+00,1.085684643880954203e-01,-1.047677444726796026e+00,9.803582356740800363e-02,6.755759681380098247e-02,1.524086844987201095e-01,1.630525928477147507e-04,9.250463087355623171e-03
2.640000000000000000e+02,3.620301203612208951e+01,1.995929774747735053e+02,2.235050067666788465e+01,-1.047881667022522834e+02,2.183616222114339589e-01,-3.631576091249323568e+00,1.025798757052576032e-01,6.802731723607725878e-02,1.276187682942075685e-01,1.388845571211808473e-04,7.310056628297267184e-03
2.650000000000000000e+02,-1.250749307147222744e+01,1.461940818879998005e+02,2.031948373091842086e+01,-1.834961174218851454e+01,1.230879954384822977e-01,-8.946409829266455116e-01,1.120586481373715276e-01,6.733960269311499436e-02,1.776248376237923587e-01,2.338567332212967802e-04,9.845797335115176810e-03
2.660000000000000000e+02,-8.324572631579814086e+00,1.432903448047702852e+02,2.111241302146901688e+01,-7.707122703472788494e-01,8.886118736837718413e-02,-2.317420547878457637e-01,1.018254755657543864e-01,6.757389373136034327e-02,1.468868497430877718e-01,2.293854050400227350e-04,1.158303902606395985e-02
2.670000000000000000e+02,1.240747736912585708e+01,1.741502715605300295e+02,2.193176900176644040e+01,-5.672111952549536085e+01,1.683018913313619191e-01,-5.448481081512450697e-01,9.766909482509412987e-02,6.810405122772475450e-02,1.317132209037930879e-01,1.624838384779687473e-04,7.422206380358412937e-03
2.680000000000000000e+02,-4.165075217134420882e+01,1.331773123292553009e+02,2.100975415104305810e+01,1.274240580551852631e+00,5.350972526876985463e-02,3.865540747153153878e-02,9.735512780023761192e-02,6.764337810044492028e-02,1.421558512218379922e-01,2.341584784697985208e-04,1.327148347342088468e-02
2.690000000000000000e+02,8.901028011967193265e+01,1.388526823436065740e+02,2.100071466843339607e+01,2.307361519076517986e+00,8.442766687819415472e-02,-2.255138174638115611e+00,1.005082741741438884e-01,6.751797790244888631e-02,1.537772073095198810e-01,2.578883427245655326e-04,1.575224821797919367e-02
2.700000000000000000e+02,8.617766614985788465e+01,1.487629467997285531e+02,2.175765455663551506e+01,-5.389196200178129459e+01,1.173162195509403899e-01,-5.068625411291542981e-01,1.093188021429708223e-01,6.811015088523890426e-02,1.749887478862861834e-01,2.534766265816908127e-04,1.564756967303142926e-02
2.710000000000000000e+02,1.574004589132005449e+01,1.548879848058122377e+02,2.072915246206692430e+01,-1.081234220694081749e+01,1.054548553793426269e-01,2.133874491999858680e-01,1.001926496523924265e-01,6.737193295975249518e-02,1.507727211294352110e-01,2.133173351961265831e-04,1.128931478096810090e-02
2.720000000000000000e+02,-2.288455194013414840e+01,2.234353710480226027e+02,2.280009058199243555e+01,-5.029831294182191215e+01,2.093301519876188399e-01,4.903441475012551010e-01,1.036846162186855075e-01,6.801310771819546463e-02,1.393142755221911389e-01,1.494967004294147652e-04,8.326619841752541315e-03
2.730000000000000000e+02,2.457182856037703367e+00,1.374584926417759618e+02,2.154943746196612508e+01,-2.383776746576631567e+01,7.423774176852332429e-02,-1.836429733843197853e-01,1.028588963089281660e-01,6.801716898676392342e-02,1.606869034546923869e-01,2.989944643941037017e-04,1.584216406340785074e-02
2.740000000000000000e+02,1.699174184016522204e+01,1.436638849095382398e+02,2.188433047148366484e+01,-3.727745279162175507e+01,9.536980760528193657e-02,-2.007883790461983398e-01,1.015537284263667295e-01,6.796574140201762371e-02,1.531880649794067351e-01,2.735580526447255190e-04,1.901701790023061292e-02
2.750000000000000000e+02,4.358839348411247983e+00,1.324032848511173768e+02,2.142623616145935372e+01,-1.470168983938668994e+01,7.346331591878255129e-02,-1.054352570407918188e-01,1.028074819892086239e-01,6.798283468468213631e-02,1.502319499653504420e-01,2.548323090510427619e-04,1.110041163170667061e-02
2.760000000000000000e+02,-2.396562062094979240e+00,1.452802202505934304e+02,2.066557797165971877e+01,-6.377408486247960084e+00,7.492005941110894962e-02,2.029040951523166658e-01,9.963770446806352599e-02,6.734107951162890404e-02,1.426638452757486575e-01,2.197967837393117248e-04,1.382702900577168111e-02
2.770000000000000000e+02,-1.680176909506099747e+01,1.835961969356846737e+02,2.245655082833819804e+01,-3.505335999691666871e+01,1.503113940347055866e-01,-8.601466583211921924e-01,1.013184962803719835e-01,6.797992402676979184e-02,1.389849932756945794e-01,2.313934643131234975e-04,1.201256728916322292e-02
2.780000000000000000e+02,-1.101072330953083025e+02,1.443008335817303589e+02,2.031836716922648733e+01,-2.354578210202679145e+01,1.069264989002840921e-01,-1.618098311060841787e+00,1.121748371299471081e-01,6.728796389519539622e-02,1.713832855092723984e-01,2.338579981128059953e-04,1.015597700145072849e-02
2.790000000000000000e+02,-6.135403837156907514e+01,1.467983440864648799e+02,2.042069201359257846e+01,-1.237617242809059448e+01,1.235805466142719661e-01,-8.897482759745113379e-01,1.086651780236841947e-01,6.734427994076114254e-02,1.926527284893916891e-01,2.266801709440928567e-04,1.042285464346898345e-02
2.800000000000000000e+02,2.755201677717287723e+01,1.472117838539551258e+02,2.083589357833981026e+01,-7.703769383482537148e-01,8.512206417525831903e-02,-2.840306746895537304e-01,9.907547572366465216e-02,6.741165782286595576e-02,1.473370955283166972e-01,2.261779370303043006e-04,1.239690111858501691e-02
2.810000000000000000e+02,2.558430954592649442e+01,1.441474187826062234e+02,2.026897874304415836e+01,-2.471482325307533046e+01,9.867387637204058648e-02,-8.228923637761629273e-01,1.142294089243917343e-01,6.727846045300861499e-02,1.735125530514502468e-01,2.334944143267682045e-04,1.107771222365624975e-02
2.820000000000000000e+02,-1.262113008276827486e+00,1.430583572332884899e+02,2.040709704033088201e+01,-2.430885588153158494e+01,1.113239263747932695e-01,-2.911959077504678639e+00,1.108184010119698665e-01,6.728444249420691137e-02,1.759512349942937148e-01,2.449527832012803551e-04,1.064682615036769038e-02
2.830000000000000000e+02,1.914154990583278675e+02,1.829944475391284584e+02,2.260885499098520768e+01,-3.810538823824452237e+01,1.893461306729516958e-01,-5.672472264477984361e+00,1.015041323714105798e-01,6.798061376126871003e-02,1.431722682860937512e-01,2.363674012985282299e-04,1.131161045970725983e-02
2.840000000000000000e+02,-3.783211763921016768e+00,1.351864194393238563e+02,2.085952311487364241e+01,9.079396606094165545e-01,5.840136494307920229e-02,-1.359637036502469032e+00,9.893810198348505780e-02,6.752891273774350167e-02,1.446482649960705580e-01,2.322814556016101031e-04,1.289123096012586775e-02
2.850000000000000000e+02,3.692874509546603008e+02,2.367306465237286375e+02,2.275045271404470171e+01,-1.381865679369713291e+02,2.640918228243595567e-01,-1.038213217495618501e+01,1.034317025237960347e-01,6.808450335160372291e-02,1.294378639194179725e-01,1.132652783862658563e-04,7.833208802390669023e-03
2.860000000000000000e+02,-2.256529097155965360e+02,2.023064190917399685e+02,2.272710003413045143e+01,-1.765458370553638190e+02,2.252154989098880400e-01,-3.341171020616585885e+00,9.770822658086662782e-02,6.815360000257059125e-02,1.413771997012470139e-01,1.240903411708564716e-04,9.327857436741341171e-03
2.870000000000000000e+02,1.014543927521902233e+01,1.462561099306076073e+02,2.117686237423853512e+01,-1.908066697420532254e+00,9.152550930266575846e-02,-1.882686901768677867e-01,1.022803300634228946e-01,6.761890345391842472e-02,1.430555537650484155e-01,2.291357174608321667e-04,9.451660649070258227e-03
2.880000000000000000e+02,1.538851893056068576e+01,1.434010701057413826e+02,2.045704732103740753e+01,-2.053841572330663467e+01,1.040866233755753378e-01,-2.287170283119666081e+00,1.093735311640794405e-01,6.728552323568741389e-02,1.547244956267267990e-01,2.138222945376260734e-04,1.011096285415611154e-02
2.890000000000000000e+02,-1.021921071101985490e+02,1.430567308832544029e+02,2.039962015006521057e+01,-2.465207400519441805e+01,1.116966590500718948e-01,-2.850986956016437368e+00,1.108408908314917340e-01,6.728298046902152219e-02,1.783603982921482534e-01,2.440394997830175826e-04,1.040916420968370816e-02
2.900000000000000000e+02,-2.318776277091626170e+01,1.392812135404404046e+02,2.136314973501335857e+01,-1.270534286956635839e+01,7.454892131208240569e-02,-6.004133936923817805e-01,9.832480703695964386e-02,6.776824380608216514e-02,1.452522405153946483e-01,2.155383102548349885e-04,8.934445948172487634e-03
2.910000000000000000e+02,6.953954936216395311e+01,1.660908262097434260e+02,2.073412446952960408e+01,4.273718179135402195e+00,1.018843510034318361e-01,-1.453614013570000418e+00,9.663378967078524451e-02,6.742689503000541540e-02,1.470906666758654557e-01,1.650484081623786203e-04,1.004235416294257249e-02
2.920000000000000000e+02,-7.326544384100684226e+01,1.521381386072489761e+02,2.235431472480146553e+01,-5.867412975867025438e+01,1.314601865792777713e-01,-1.294606383408972938e+00,1.089985335318400250e-01,6.801997194761544296e-02,1.663620482211099205e-01,2.512919222288468950e-04,1.512924098120637002e-02
2.930000000000000000e+02,-1.707386542617001339e+02,1.466028626571417135e+02,2.055625298306652837e+01,-1.186218068939257186e+01,1.021067531605845402e-01,-1.221686673160519987e-01,1.050934875977394822e-01,6.730089315054282872e-02,1.617365365169366187e-01,2.253858045958922020e-04,1.131042420090907531e-02
2.940000000000000000e+02,8.160082452880203618e+01,1.576564397622136653e+02,2.293054999275705796e+01,-4.359796169663956533e+01,1.345387864483943985e-01,-9.653713565490058546e-01,9.871213760568510465e-02,6.825673641515488110e-02,1.609217273496885425e-01,1.907442187962717247e-04,1.111427864210173290e-02
2.950000000000000000e+02,1.277082100945235510e+01,1.783955459289492467e+02,2.212802572964691805e+01,-4.487748411005275528e+01,1.624305776949424296e-01,-1.145926715215804137e+00,9.364237210973809511e-02,6.829933833778907559e-02,1.459905615098638920e-01,2.247390131693281269e-04,1.126538959839735489e-02
2.960000000000000000e+02,-7.443232345692786112e+01,1.449596568794652001e+02,2.030187818406197309e+01,-2.150949872267269569e+01,1.124935243064993512e-01,-1.052196295681943283e+00,1.131161878161804635e-01,6.730511187379190075e-02,1.713502002455433437e-01,2.312343382273929270e-04,1.001243684801300660e-02
2.970000000000000000e+02,-7.537612510029575219e+01,1.752953432452541449e+02,2.146407982244662094e+01,-7.546872839996209947e+00,8.186196903852765994e-02,-8.169203271185271342e-01,9.630924256427966790e-02,6.793804387570467895e-02,1.472485837182997692e-01,2.135442119326851605e-04,7.105901952823408252e-03
